Name, Lat, Lon
Chia,38.894,8.88
,,
Chicala,-8.826,13.208
,,
Chicama,-7.705555556,-79.45472222
,,
Chickens,4.372896006,73.66322536
,,
Chigasaki Beach - Shonan,35.317,139.4
,,
Childers Cove,-38.495,142.681
,,
Chinamans,-35.29171667,136.875225
,,
Chintapalli,18.043,83.614
,,
Chippada,17.937,83.514
,,
Chirimena,10.623,-66.195
,,
Chisan,35.31878,139.4334
,,
Chorefto,39.454,23.122
,,
Chrushers,-32.080578,132.977242
,,
Chulamar,13.913,-90.873
,,
Chulluipe,-2.2076,-80.8865
,,
Chun's,21.625,-158.083
,,
Chunan,24.698,120.855
,,
Church,33.37962229,-117.57894
,,
Chuushajyomae,34.59901,138.2108
,,
Ciammarita,38.087,13.076
,,
Cielito Lindo,30.293,-115.833
,,
Cijin Island,22.611,120.265
,,
Cimaja,-6.962980556,106.4800694
,,
Cinquale,43.978,10.139
,,
Civic Center,26.93134671,-80.06760116
,,
Cloud 9,9.813198913,126.166894
,,
Cloudbreak,-17.887176,177.185955
,,
Clovelly Reef,-33.918,151.263
,,
Club Med,14.74,-17.529
,,
Clubhouse,-33.985,25.673
,,
Coalcliff,-34.244,150.978
,,
Coast Guard Beach,41.843765,-69.94229
,,
Cobden,-42.43810833,171.192975
,,
Cocoa Beach Pier,28.36770742,-80.60171127
,,
"Cocoa Beach Pier, Northside",28.36824552,-80.60147524
,,
"Cocoa Beach Pier, Southside",28.36704658,-80.60147524
,,
Cocoa das Lavadeiras,-5.066515,-35.862005
,,
Coconut Point Park,28.02288444,-80.53521395
,,
Coconuts,-14.022,-171.795
,,
Cocos Beach Praia,14.9164,-23.506
,,
Coffee Bay,-31.96770278,29.17035
,,
Coito,-2.163,-80.8225
,,
Colas,4.370274673,73.65602155
,,
Coledale,-34.294,150.946
,,
Collaroy,-33.732,151.305
,,
Collignon,49.659,-1.569
,,
Colorados,11.40551,-86.05062
,,
Colpipe,9.3946,-76.17
,,
Combesgate,51.17907395,-4.214308262
,,
Commercial Pier,26.18920557,-80.0922447
,,
Comporta,38.29512369,-8.78030777
,,
Conceicao,-3.841,-32.419
,,
Conde,-11.848141,-37.55817
,,
Coney Beach,51.47368506,-3.693294525
,,
Congo,-35.952,150.164
,,
Conil de la Frontera,36.274,-6.097
,,
Conneaut Lighthouse Park,41.96552,-80.564166
,,
Consecon North Beach,43.956092,-77.527216
,,
Consolacao,39.327822,-9.360496
,,
Constantine,50.535,-5.03
,,
Contendas,38.645,-27.078
,,
Contis-Plage,44.093,-1.329
,,
Conto,-34.091,114.994
,,
Coogee Beach,-33.921,151.258
,,
Cook Island Northside,-28.193,153.577
,,
Cook Island Southside,-28.197,153.58
,,
Coolidge,27.3112201,-82.57833234
,,
Coolum Beach,-26.53,153.098
,,
Coopers Beach,40.862803,-72.403986
,,
Copa,17.94222896,-76.69415559
,,
Copacabana,-22.97852778,-43.18693889
,,
Copacabana Beach,-33.493,151.431
,,
Copacabana Point,-33.493,151.437
,,
Coquina Jetties,27.45365832,-82.69608757
,,
Coragi,14.903,-23.522
,,
Coral Cove Park,26.96418191,-80.07769168
,,
Coral Dois,-20.448948,-40.3303
,,
Coral Um,-20.437659,-40.326007
,,
Corals,-14.275408,-38.982569
,,
Corblets Bay-Alderney,49.73,-2.173
,,
Corindi Beach,-30.024,153.207
,,
Corner,26.33448,127.742082
,,
Corners,26.92746506,-80.06721139
,,
Corniche Ouest,14.675,-17.471
,,
Cornino,38.09,12.656
,,
Corolla,36.37660668,-75.82409702
,,
Corona del Mar,33.58982985,-117.8771312
,,
Coronado Beach,32.6821397,-117.1870663
,,
Coronation Beach,-28.553,114.563
,,
Corralejo Beach,28.696627,-13.82747
,,
Corrente,-12.948985,-38.3392
,,
Corrimal,-34.379,150.92
,,
Cortegaca,40.94,-8.665
,,
Costa Azul,20.934,-105.401001
,,
Costa Azul,23.015,-109.717
,,
Costa da Caparica,38.64036,-9.242746
,,
Costa do Sauipe,-12.022171,-37.645508
,,
Costalitos,19.104,-96.096
,,
Cote Sauvage,47.521,-3.156
,,
Cotovelo,-5.949906,-35.151975
,,
Cottons,33.39000833,-117.5985237
,,
Cottosloe,-32.007275,115.7513056
,,
County Line,34.051,-118.964
,,
County Line Overview,34.05040156,-118.9646602
,,
Cova Do Vapor,38.6645,-9.256458
,,
"Covelong, Chennai",12.78993536,80.2551055
,,
Covert Park Beach,42.29864,-86.330405
,,
Cow Bay/Rainbow Haven,44.6455,-63.4163
,,
Cowells,36.95918782,-122.0248854
,,
Cowells Overview,36.96081437,-122.0232153
,,
Cowries,-34.576,150.873
,,
Cox Bay,49.1025,-125.8738889
,,
Coxos,39.001,-9.4284
,,
Crab Island,53.01583333,-9.413055556
,,
Crabbs,-33.095,151.662
,,
Crackington Haven,50.743,-4.641
,,
Crackneck,-33.394,151.487
,,
Crantock,50.408,-5.127
,,
Crash Boat,18.45734083,-67.1643533
,,
Crescent Beach,29.76878537,-81.25108563
,,
Crescent Head,-31.191,152.988
,,
Cribbar,50.426,-5.103
,,
Cristo de Salinitas,13.551,-89.83
,,
Croatan Jetty,36.8285236,-75.96877456
,,
Croatan to Pendleton,36.81981516,-75.96688092
,,
Cromer Pier,52.933,1.303
,,
Cronulla,-34.056802,151.157372
,,
Cronulla Point,-34.056,151.157
,,
Crookhaven,-34.906,150.767
,,
Crossroads,30.16227113,-81.35502907
,,
Crouching Lion,21.566,-157.861
,,
Crowdy Head,-31.841,152.756
,,
Crowrie Baths,-32.929,151.792
,,
Croyde,51.13027778,-4.240833333
,,
Croyde Bay,51.12962102,-4.238834381
,,
Croyde Overview,51.13105378,-4.238448143
,,
Cruwee Cove,-34,151.245
,,
Crystal Beach,29.45108768,-94.63230468
,,
Crystal Cove,33.55895565,-117.8213525
,,
Crystal Pier,34.1931659,-77.80450446
,,
Crystals,39.36353,-74.40873
,,
Cudmirrah Reef,-35.203,150.562
,,
Cueva del Lobo,37.115,-1.837
,,
Cullera/Jucar,39.167,-0.238
,,
Cumberland Island,30.85132685,-81.42283496
,,
Cumbos,-38.57,143.966
,,
Cumboto,10.483,-68.038
,,
Cunns,-32.089117,132.978903
,,
Cupe,-8.479708,-34.996577
,,
Cupsogue,40.76653119,-72.74579619
,,
Curl Curl,-33.77330556,151.2933111
,,
Curral,-3.403353,-39.025868
,,
Currarong,-35.012,150.821
,,
Currumbin,-28.126,153.488
,,
Cuyagua,10.498,-67.689
,,
Cuyutlan,18.915,-104.073
,,
Cyclops,-33.962,122.545
,,
Cylinders,-27.423,153.539
,,
D Street,33.0456976,-117.2994012
,,
D.J.'s,29.94901515,-85.43042979
,,
Dabki,54.38,16.311
,,
Dagbego,4.995,-5.973
,,
Dagurimisaki,31.466593,131.143552
,,
Dahme Seebrucke,54.2209,11.091749
,,
Dalbos,48.341,-4.634
,,
Dalkur,64.476,-14.491
,,
Dalmeny,-36.169,150.135
,,
Damp,54.58616,10.02849
,,
Dania Pier,26.05802241,-80.10873562
,,
Dar Bouazza,33.53641111,-7.817519444
,,
Dari Rights,-7.431,158.321
,,
Darlington Park,43.868839,-78.786213
,,
Dashi,24.932,121.888
,,
Dauphin Island,30.229,-88.117
,,
Davenport,37.02350229,-122.219075
,,
Davis Park Beach,40.68330178,-73.00291228
,,
Davis Park Marina,40.68533736,-73.00336075
,,
Davis Park Surf,40.68414629,-73.00124073
,,
Daytona Beach,29.21860397,-81.00189683
,,
Dazendorf,54.37021,10.911298
,,
De Haan,51.28129,3.031298
,,
De Tour,45.963169,-84.050696
,,
Dead Man's,30.39281126,-86.59766185
,,
Dee Why Point,-33.75533056,151.2998556
,,
Deepdene,-34.272,115.041
,,
Deerfield Beach Pier,26.31549767,-80.07376671
,,
Del Mar Beachbreak,32.96773496,-117.2703492
,,
Del Mar Rivermouth,32.97527261,-117.2721061
,,
Delray Beach,26.46051543,-80.05702579
,,
Dempster Street,42.041746,-87.669695
,,
Dennis Beach,45.629,-64.848
,,
Denvils,-33.976,25.65
,,
Depot Beach,-35.626,150.325
,,
Derecha Secreta,5.9773,-77.3519
,,
Desert Point,-8.749722222,115.8241667
,,
Destapador,19.162,-96.101
,,
Devereux,34.40754277,-119.8763947
,,
Devils Island,-14.053,-171.692
,,
Dewees Island,32.831,-79.71
,,
Dewey Beach,38.697657,-75.075951
,,
Diamond Beach,-32.045,152.543
,,
Diamond Head,21.252,-157.805
,,
Diamond Head,-31.714,152.796
,,
Dickys,-26.782,153.142
,,
Dielette,49.559,-1.863
,,
Dierhagen-Neuhaus,54.284077,12.30954
,,
Diggers,-29.814,153.294
,,
"Diggers Beach, Coffs Harbour",-30.273,153.147
,,
Dillon Beach,38.249,-122.972
,,
Dimas Rivermouth,23.701,-106.812
,,
Direita do Passe,38.629,-27.933
,,
Discovery Bay,-38.342,141.378
,,
Dishoek,51.4891,3.498379
,,
Ditch Plains,41.0395054,-71.91419721
,,
Dixon Park,-32.947,151.758
,,
Dockweiler State Beach,33.94070283,-118.4432093
,,
Doctor's Pass,26.17456408,-81.81588576
,,
Doctor's Pass (South Jetty),26.17300183,-81.81515842
,,
Dog Island,29.77441173,-84.65942657
,,
Doheny Rivermouth,33.46144896,-117.6845813
,,
Doheny State Beach,33.46084032,-117.6870275
,,
Dolphin Point,-35.399,150.45
,,
Dolphinarium,32.061,34.753
,,
Domburg,51.56766,3.490556
,,
Domes,18.36591902,-67.2713071
,,
Dominical,9.250593929,-83.86522405
,,
Dongara Point,-29.275,114.91
,,
Donghe Rivermouth,22.974,121.314
,,
Donnant,47.326,-3.242
,,
Doolin Point,53.01055556,-9.400277778
,,
Doran Beach,38.31088737,-123.0496777
,,
Dos Playas,12.529,-69.932
,,
Dossen,48.697,-4.071
,,
Doubutsuenura,31.981889,131.484965
,,
Doura,34.03740833,-6.837330556
,,
Doyama,33.905438,130.661136
,,
Dozomae,35.31389,139.4705
,,
Dreamland,-8.798916667,115.117325
,,
Dreamland,-28.202,153.571
,,
Dromi - Herzlyia Marina,32.156073,34.791957
,,
Drummonds,-28.672,114.61
,,
Duck Lake,43.339428,-86.408504
,,
Duck Pier,36.1822063,-75.75013581
,,
Dudley Beach,-32.974,151.729
,,
Dum-Dums,-35.446,150.41
,,
Dumbea Left,-22.36361111,166.2561111
,,
Dumbea Right,-22.35,166.2427778
,,
Dumpers,9.382,-82.235
,,
Dumps,20.613,-156.438
,,
Dunas de Ule,-20.5421,-40.379861
,,
Dune Rd. West,40.776524,-72.707904
,,
Dunes,32.13753655,-116.8915915
,,
Dunes,-21.801,114.139
,,
Dunes Acres Beach,41.657803,-87.08118
,,
Dunfanaghy,55.187,-7.951
,,
Dungeons,-34.061225,18.32679167
,,
Dunmoran,54.266,-8.729
,,
Duppies,13.316799,-59.647131
,,
Duranbah,-28.16708333,153.5516917
,,
Durand Eastman Beach,43.243443,-77.568845
,,
Durras Beach,-35.645,150.302
,,
Duttona  Beach,42.582766,-81.467348
,,
E-bay,-1.829,99.254
,,
Easkey,54.29465585,-8.965232738
,,
East Hampton Beach,40.94040869,-72.19686985
,,
East Hill Point,-25.438,14.841
,,
East Point Beachbreak,17.71984447,83.33749996
,,
Easter Island Northside,-27.022,-109.395
,,
Easter Island Southside,-27.183,-109.362
,,
Eckner Street,36.0882316,-75.7017231
,,
Ecolodge,0.04,6.511
,,
Ecuasal,-2.27,-80.9285
,,
Edgcumbe Beach,-40.85942786,145.4121745
,,
Edgewater/Pinched Loaf,41.489086,-81.74159
,,
Edisto Beach,32.51356931,-80.28223095
,,
Egmond aan Zee,52.62324,4.615646
,,
Egypt Beach,42.22055449,-70.70634873
,,
Ekas,-8.899444444,116.4422222
,,
El Anclote,20.769,-105.521
,,
El Astillero,11.518,-86.176
,,
El Bajo,0.9953,-79.6612
,,
El Barco,-34.596,-54.122
,,
El Bolsillo,11.0085,-74.9522
,,
El Brusco,43.484152,-3.481519
,,
El Buey,-18.48861111,-70.33277778
,,
El Cabo Corrientes,-38.01472222,-57.52611111
,,
El Camaron,23.238,-106.448
,,
El Cantil,5.6289,-77.4171
,,
El Capitan,34.45759323,-120.0220252
,,
El Cardon,28.9,-114.464
,,
El Chinchorro,18.420275,-70.011388
,,
El Claron,-32.71344352,-71.48193799
,,
El Colegio,-20.22694444,-70.15027778
,,
El Confital,28.158039,-15.435538
,,
El Faro,20.756,-105.531
,,
El Faro,-0.9622,-90.9827
,,
El Fronton ,28.1657244,-15.65380566
,,
El Golfo,28.97665,-13.831379
,,
El Governor,29.94036478,-85.40953557
,,
El Gringo,-18.48166667,-70.33333333
,,
El Huaico,-12.384,-76.791
,,
El Lloret,28.13072381,-15.45208275
,,
El Malecon,10.51,-67.606
,,
El Morro Point (K37.5),32.264,-117.008
,,
El Muelle,10.9904,-74.9641
,,
El Muelle (Pier),13.48587875,-89.31998853
,,
El Mystic,5.6033,-77.477
,,
El Nuro,-4.213654,-81.174524
,,
El Palito,10.483,-68.111
,,
El Palmar,36.231,-6.0739
,,
El Paraiso,18.873,-103.99
,,
El Paredon,13.913,-91.078
,,
El Paso,-12.339,-76.829
,,
El Paso,32.036,-116.887
,,
El Pimental,13.378,-89.084
,,
El Porto,33.89859255,-118.420867
,,
El Porto Close-up,33.90319126,-118.4218454
,,
El Porto North,33.90362759,-118.4231436
,,
El Puerto,-35.35833333,-72.46361111
,,
El Quemao,29.11027778,-13.6675
,,
El Rincon,23.484,-109.452
,,
El Salvador Rovercam,13.265,-88.851
,,
El Socorro,30.2,-115.812
,,
El Transito,12.052,-86.708
,,
El Valle,6.109,-77.4437
,,
El emir,-34.963,-54.939
,,
Elands Bay,-32.31417778,18.33110556
,,
Elberta Beach,44.62401,-86.2435
,,
Elephant Rock,-28.131,153.491
,,
Elizabeth Bay,-26.945,15.23
,,
Elizabeth Beach,-32.328,152.537
,,
Elliott River,-38.792,143.635
,,
Elmina,5.086,-1.347
,,
Elouera,-34.04,151.16
,,
Embare,-23.980866,-46.317684
,,
Embleton Bay,55.49944444,-1.613055556
,,
Emerald Beach,-30.174,153.194
,,
Emerald Isle,34.6520301,-77.0558095
,,
Emma Wood,34.27851754,-119.3162026
,,
Empire Beach,44.734287,-86.106607
,,
Encuentro,19.783,-70.45
,,
Engabao,-2.561,-80.5116
,,
Engenhoca,-14.352789,-39.000204
,,
Englewood,26.91007316,-82.35351783
,,
Enniscrone,54.219,-9.106
,,
Ensenada Beaches,31.778,-116.632
,,
Entella,44.31,9.331
,,
Entrance Bar,-34.542,150.877
,,
Era North/South,-34.181,151.056
,,
Erba,41.152,30.195
,,
Erikli,41.883,28.056
,,
Erretegia,43.445,-1.595
,,
Erromardie,43.412,-1.64
,,
Ervika,62.1666,5.10956
,,
Esanboulu,41.779177,141.102364
,,
Esangyokou,41.7887,141.1252
,,
Escolleras,22.266,-97.784
,,
Esmoriz,40.966267,-8.660452
,,
Espanhol,-13.006376,-38.533677
,,
Espinho,41.005886,-8.650582
,,
Esquerda da Igreja,38.627,-27.926
,,
Estero de Platano,0.778,-80.0901
,,
Estoril,38.699432,-9.394559
,,
Etang-Sale-les-Bains,-21.25570309,55.32619277
,,
Etel,47.637,-3.208
,,
Ethel Wreck,-35.288942,136.872333
,,
Euclid Beach,41.582434,-81.57145
,,
Europie,58.49888889,-6.274166667
,,
Evan's Reef,63.915,-22.701
,,
Evangola,42.609152,-79.113106
,,
Evans Head,-29.118,153.451
,,
Ewa Beach,21.302,-158.002
,,
Explosives,-28.783,114.575
,,
Express Point,-38.50978889,145.2627361
,,
Eyvik,66.094,-17.318
,,
Eze,43.722,7.358
,,
FAE,-2.2032,-80.9981
,,
Fabregas,43.069,5.872
,,
Factory Point,-21.766,13.959
,,
Fair Haven,43.34533,-76.697271
,,
Fairhaven,-38.47,144.083
,,
Fairy Meadow,-34.397,150.906
,,
Faja Dos Vimes,38.593,-27.964
,,
Faja da Areia,32.8122085,-17.0391719
,,
Faja do Belo,38.633,-27.943
,,
Faja dos Cubres,38.645,-27.964
,,
Falesia,37.07095,-8.127546
,,
Falmouth,50.14536378,-5.062090158
,,
False Pass,-22.27111111,166.1777778
,,
Fareham,17.71,-64.672
,,
Farol,-12.958147,-38.352813
,,
Farol,-6.408908,-34.979017
,,
Farol da Barra,-13.010071,-38.53386
,,
Fehmarn Staberhuk,54.4013,11.313444
,,
Fehmarn Westermarkelsdorf,54.52517,11.046224
,,
Feiticeiras,38.63,-27.927
,,
Fence,-33.963,25.646
,,
Fencelines,-23.778,113.522
,,
Fenwick Island,38.460477,-75.052069
,,
Ferrugem,-28.07924167,-48.62391667
,,
Fete,5.419,-0.462
,,
Figueira,-22.944992,-42.188828
,,
Figueira da Foz,40.14753312,-8.877639771
,,
Figure Eight and Shell Islands,34.2719744,-77.74050223
,,
Fingal Bay,-32.746,152.178
,,
Fingal Beach,-28.186,153.565
,,
Fingal Head,-28.197,153.576
,,
Fiorenzuola,43.937,12.866
,,
Fire Island,40.64313318,-73.1572652
,,
First Beach,41.487408,-71.290172
,,
First Parking Lot,30.29345899,-87.43546812
,,
Fish Pass,27.67634781,-97.16472682
,,
Fisherman's Point,6.753,-11.38
,,
Fishermans Island,37.08612628,-75.97612164
,,
Fistral Beach,50.4156609,-5.10327816
,,
Fitzroy Beach,-39.042132,174.095815
,,
Flagler Ave.,29.03874289,-80.89334249
,,
Flagler Beach Pier,29.48029,-81.125261
,,
Flagpole,26.70655154,-80.03280401
,,
Flagship,29.28680655,-94.79106065
,,
Flame Balls,-23.632,43.583
,,
Flat Rock,-28.136,153.494
,,
Flat Rock,-32.93,151.792
,,
Flat Rock,-35.376,150.472
,,
Flat Rock Beach,-28.857,153.599
,,
Flat Rocks,-29.089,114.846
,,
Flatrock,-34.661,135.347
,,
Fletcher's,27.20568553,-80.1682663
,,
Flinders Beach,-27.417,153.501
,,
Florence South Jetty,44.01532689,-124.1386548
,,
Flowrider,-29.729,31.094
,,
Flume,-38.397,142.498
,,
Flynns Beach,-31.439,152.927
,,
Flys,40.887088,-72.338558
,,
Flø,62.40713,5.851965
,,
Folly Beach Pier Northside,32.65269,-79.939016
,,
Folly Beach Pier Southside,32.65325544,-79.93848776
,,
Fonte da Telha,38.57372111,-9.198979139
,,
Forester,43.499324,-82.5655
,,
Foresters Lefts,-33.416,151.465
,,
Forjos,-10.107662,-36.097672
,,
Forster,-32.176,152.513
,,
Fort Cronkite/Rodeo Beach,37.82091359,-122.5318859
,,
Fort Fisher,33.96841192,-77.91802426
,,
Fort Point,37.80998738,-122.4751353
,,
Fort Sebastian,4.98,-1.635
,,
Fort Wilkins State Park,45.785591,-84.74835
,,
Fortunes Rock,43.429,-70.372
,,
Fossil Beach,57.418,-152.361
,,
Four Mile,36.96512852,-122.1252825
,,
Four's,21.2745,-157.8395
,,
Fourchon,29.086,-90.222
,,
Fox Hill,42.964,-70.769
,,
Foz,43.578,-7.24
,,
Foz de Lizandro,38.945,-9.42
,,
Frailes South,23.342,-109.423
,,
Frankfort Beach,44.633959,-86.247846
,,
Franklin Street,26.04825428,-80.1115315
,,
Frazer Park,-33.189,151.625
,,
Frazers Reef,-29.385,153.373
,,
Freeport,42.24236,-79.833447
,,
Freights Bay,13.052708,-59.535449
,,
French River,46.896247,-91.89418
,,
Frenchman Beach,-27.432,153.546
,,
Frenchman's Bay,43.811773,-79.091
,,
Freshwater,-33.782,151.292
,,
Freshwater West,51.65611111,-5.061944444
,,
Frigate Pass,-18.47111111,177.9294444
,,
Fripp Island,32.31115641,-80.48563793
,,
Frisco Pier,35.22565893,-75.63605691
,,
Ft. Clinch State Park,30.69983581,-81.42483418
,,
Ft. Pierce Inlet,27.47698784,-80.28963603
,,
Fuengirola,36.536,-4.6207
,,
Fulong,25.025,121.943
,,
Funeral Point,11.07,-64.299
,,
Futamigaura,33.64121594,130.1983112
,,
G-land,-8.7269,114.3488194
,,
Gaddviken,62.436,17.611
,,
Gaibu,-8.341567,-34.948826
,,
Galhetas,-27.59744167,-48.42204722
,,
Galiote,43.397,6.732
,,
Galle,6.0305,80.2371
,,
Gallows,-30.315,153.143
,,
Gamboa,-27.959,-48.625
,,
Gap Beach,-30.903,153.083
,,
Gap Ura,31.845965,131.453755
,,
Garagola,43.398,10.425
,,
Garca Torta,-9.487114,-35.557477
,,
Garden Island,-32.153,115.66
,,
Garden Peninsula,45.66211,-86.58758
,,
Garie,-34.17,151.069
,,
Garour,64.083,-22.701
,,
Garrywilliam Point,52.311,-10.059
,,
Gas Bay,-33.978325,114.9863667
,,
Gas Chambers,21.668,-158.05
,,
Gas Chambers,18.46090012,-67.16700541
,,
Gasparilla Point,26.80347308,-82.28564776
,,
Gate Station,30.02251238,-81.32183077
,,
Gazebbo Beach,32.178,34.801
,,
Geneva/Chestnut Beach,41.863739,-80.930637
,,
Genipabu,-5.694407,-35.201922
,,
George's,33.01096672,-117.2817564
,,
German Bank,-33.753,151.305
,,
Ghost Tree,36.56037685,-121.9516152
,,
Gibara Coast,21.1826959,-76.17425733
,,
Gigaro,43.184,6.597
,,
Gilgo Beach,40.61695351,-73.39376084
,,
Gilleleje havn,56.12863,12.30512
,,
Gills Bay,58.65027778,-3.170555556
,,
Gilson Beach,42.078812,-87.681136
,,
Glaucio Gil,-23.026823,-43.457059
,,
Glenelg Rivermouth,-38.063,140.986
,,
Glenrock Beach,-32.96,151.741
,,
Gnaraloo,-23.76,113.534
,,
Goderich Salt Mines,43.739032,-81.728136
,,
Godrevy,50.224053,-5.403553
,,
Gokarna,14.546,74.311
,,
Gold Beach South Jetty,42.41812541,-124.4294524
,,
Gold Coast Beachbreaks,34.2998294,-119.3489017
,,
Golden Beach,-28.493,153.552
,,
Goldenwest,33.667044,-118.0192013
,,
Golf Course Reef,-35.34604167,150.4773361
,,
Gonzaga,-23.974027,-46.330098
,,
Gooch's Beach,43.34711,-70.481651
,,
Good Harbor Beach,42.61968625,-70.63174725
,,
Gooseberry Falls State Park,47.141378,-91.454241
,,
Gordon Beach,41.829739,-86.705452
,,
Gordons Pond,38.75034742,-75.08194049
,,
Gore Bay,-42.867049,173.312685
,,
Goroneddu,39.252,8.399
,,
Goto-Takaiatabi,32.861493,129.06749
,,
Gotsu,37.17029,138.2016
,,
Grand Bend,43.31448,-81.767509
,,
"Grand Marais Beach, Michigan",46.681809,-85.973937
,,
"Grand Marais Beach, Minnesota",47.74897,-90.331016
,,
Grand Sable Dunes,46.661215,-86.06782
,,
Grand Village,45.85,-1.263
,,
Grand-Lahou,5.135,-5.025
,,
Grande Isle,29.201,-90.038
,,
Grandhaven,43.05688,-86.258143
,,
Grandview,33.07516211,-117.3117377
,,
Grant Park,42.928,-87.845578
,,
Grant Street Beach,38.92870118,-74.92115736
,,
Grants,-31.607,152.842
,,
Grassy Head,-30.794,153.004
,,
Gratiot Point,42.49396,-79.35544
,,
Gravelly,-33.286,151.573
,,
Graveyards,-32.935,151.782
,,
Grayton Beach,30.32686082,-86.1665059
,,
Great Sand Bay,47.379377,-88.44797
,,
Great Western,50.418,-5.079
,,
Green Ball,-8.851288889,115.1704028
,,
Green Bay,25.181,121.693
,,
Green Hills,-34.035,151.179
,,
Green Island,-35.27280833,150.5139278
,,
Greenbush,-2.821,100.06
,,
Greenough Rivermouth,-28.862,114.633
,,
Greve de Lecq-Jersey,49.248,-2.202
,,
Grindavik Antenas,63.829,-22.452
,,
Grindavik Lighthouse,63.821,-22.405
,,
Grotta,64.164,-22.024
,,
Gruissan,43.096,3.114
,,
Grumari,-23.050469,-43.533908
,,
Grupuk,-8.929166667,116.3488889
,,
Guacuco,11.055,-63.815
,,
Guaiuba,-24.017082,-46.295202
,,
Guajataca,18.49042887,-66.95581676
,,
Guarapari - Ule,-20.541319,-40.378386
,,
Guaratuba,-25.888,-48.561
,,
Guarda do Embauacute,-27.9078,-48.58475833
,,
Guarita,-29.359,-49.733
,,
Guaruja - Praia do Tombo,-24.013707,-46.271325
,,
Guethary - Parlementia,43.431,-1.61
,,
Guidel,47.754,-3.515
,,
Guillotines,-35.504,150.396
,,
Guiones,9.94,-85.668
,,
Gulls,-35.269072,138.443057
,,
Gunnamatta,-38.44902778,144.8589139
,,
Guns,-22.812,14.542
,,
Guriri,-18.91075,-39.738564
,,
Gute Beach,31.6947255,34.56702232
,,
Guvvos,-38.431,144.162
,,
Gwendrez,47.991,-4.482
,,
Gwenvor,50.09,-5.691
,,
Gwithian,50.22976832,-5.393262506
,,
Gyokou,34.532572,131.492186
,,
Gyongpo Beach,37.805,128.911
,,
"HB Pier, Northside",33.65678104,-118.0064678
,,
"HB Pier, Northside Overview",33.65516463,-118.0066931
,,
"HB Pier, South Closeup",33.65544147,-118.0031687
,,
"HB Pier, Southside",33.65421304,-118.0032588
,,
"HB Pier, Southside Overview",33.65420905,-118.0013609
,,
HMO's,30.3758451,-86.50563274
,,
Ha'Ena Bay (Cannons/Tunnels),22.225,-159.567
,,
Haast Beach,-43.86468333,168.9888917
,,
Habushi Beach,34.37642119,139.276649
,,
Hacchouhama,35.6911192,135.0233645
,,
Haeundae Beach,35.158,129.16
,,
Hafnarfjordur Beach Reef,64.061,-21.997
,,
Hafnir,63.935,-22.694
,,
Hakshatot,31.799,34.629
,,
Halawa Bay,21.159,-156.736
,,
Haleiwa,21.597,-158.109
,,
Halena Beach,21.085,-157.245
,,
Half Moon Bay,37.48296565,-122.45493
,,
Halfway House,32.131,-116.896
,,
Hamaaduma,42.602131,141.830974
,,
Hamasaki,33.451437,130.034711
,,
Hamburg Beach,42.764593,-78.880111
,,
Hamlin Beach,43.365833,-77.955933
,,
Hammond's,34.41549098,-119.637515
,,
Hana Bay,20.76,-155.983
,,
Hanalei Bay,22.216,-159.502
,,
Hangers,28.24233947,-80.60103536
,,
Hanstholm,57.12435,8.63219
,,
Hanuman Point,17.748,83.351
,,
Happys,-26.804,153.148
,,
Hapuna Bay,19.993,-155.827
,,
Harbor Marker Buoys,31.16212806,-81.32512427
,,
Hargen,52.715136,4.635194
,,
Harlyn,50.543,-4.997
,,
Harmani,42.416,27.701
,,
Harrington Beach,43.491553,-87.791541
,,
Harrisville,44.64546,-83.29504
,,
Hashiri,34.206088,139.165986
,,
Hastings,13.073069,-59.587651
,,
Hastings Point,-28.36,153.581
,,
Hat Head,-31.046,153.066
,,
Haulover Inlet (North Jetty),25.90147392,-80.1211077
,,
Haulover Inlet (South Jetty),25.89780645,-80.1211828
,,
Hav Stokken,55.50701,12.2172
,,
Havaizinho,-14.468062,-39.023161
,,
Havaizinho,-3.403507,-39.022171
,,
Hawa's Beach,8.388,76.974
,,
Hawaii,13.863,-90.412
,,
Hawaiian,26.328384,127.74338
,,
Hawaiizinho,-11.043928,-37.082978
,,
Hawks Nest,-32.672,152.193
,,
Hayase,35.621599,135.911286
,,
Haydens Rock,-32.176,152.517
,,
Hazuk Beach,32.144,34.79
,,
Headlands Beach,41.758672,-81.291214
,,
Hebara Beach,35.22299163,140.3985226
,,
Heligoland,54.18936,7.878307
,,
Hellestø,58.84069,5.55767
,,
Hells Gate,-28.781,114.569
,,
Hells Mouth,52.82166667,-4.588611111
,,
Hendaye,43.378,-1.764
,,
Hermanus,-34.416,19.253
,,
Hermosa Beach,33.87201368,-118.4075151
,,
Herradura,9.635059578,-84.66159523
,,
Herradurra,-12.18027778,-77.03805556
,,
Hervey Bay,-25.204,152.887
,,
Hickory Bay,-43.77655,173.1093056
,,
Hideaways,-1.85,99.302
,,
Higashiotaru,43.18,141.0405
,,
Higgins Beach,43.55902947,-70.27795315
,,
Hightower Beach,28.19442795,-80.59347153
,,
Hikichigawa kako,35.31447,139.4692
,,
Hikkaduwa,6.125,80.105
,,
Hillsboro Beach,26.29705673,-80.07612393
,,
Hillsboro Inlet,26.25486382,-80.08050067
,,
Hilton,10.3939,-75.5574
,,
Hilton Beach,32.089,34.7668
,,
Hilton Head Island,32.14365226,-80.74402434
,,
